,short_name,long_name,predicting_year,PER,continuity,product,num_wins,predicted_wins,error,absError
708,PHO,Phoenix Suns,2016,109.3,0.399207317,43.63335976,23,32,-9,9
709,SAS,San Antonio Spurs,2017,236.0,0.688455285,162.4754472,61,49,12,12
710,GSW,Golden State Warriors,2017,226.2,0.624527439,141.2681067,67,46,21,21
711,NYK,New York Knicks,2017,210.5,0.384329268,80.90131098,31,38,-7,7
712,CHO,Charlotte Hornets,2017,209.8,0.644441057,135.2037337,36,45,-9,9
713,IND,Indiana Pacers,2017,208.1,0.617982724,128.6022048,42,45,-3,3
714,DAL,Dallas Mavericks,2017,207.6,0.474751016,98.55831098,33,40,-7,7
715,BRK,Brooklyn Nets,2017,207.3,0.156244919,32.38957165,20,31,-11,11
716,HOU,Houston Rockets,2017,205.8,0.501839431,103.2785549,55,41,14,14
717,BOS,Boston Celtics,2017,205.6,0.752103659,154.6325122,53,48,5,5
718,TOR,Toronto Raptors,2017,203.4,0.675248984,137.3456433,51,46,5,5
719,NOP,New Orleans Pelicans,2017,202.8,0.406722561,82.48333537,34,38,-4,4
720,LAC,Los Angeles Clippers,2017,197.8,0.815340447,161.2743404,51,49,2,2
721,MEM,Memphis Grizzlies,2017,193.8,0.519476626,100.6745701,43,41,2,2
722,SAC,Sacramento Kings,2017,191.6,0.454065041,86.99886179,32,39,-7,7
723,PHO,Phoenix Suns,2017,191.5,0.549817073,105.2899695,24,41,-17,17
724,CHI,Chicago Bulls,2017,189.6000000000001,0.281590447,53.38954878,41,34,7,7
725,CLE,Cleveland Cavaliers,2017,188.9,0.74089939,139.9558948,51,46,5,5
726,OKC,Oklahoma City Thunder,2017,186.8,0.496666667,92.77733333,47,39,8,8
727,MIL,Milwaukee Bucks,2017,184.0,0.62796748,115.5460163,42,43,-1,1
728,UTA,Utah Jazz,2017,183.5,0.758836382,139.2464761,51,46,5,5
729,ATL,Atlanta Hawks,2017,182.1,0.563089431,102.5385854,43,41,2,2
730,LAL,Los Angeles Lakers,2017,181.7,0.576504065,104.7507886,26,41,-15,15
731,DET,Detroit Pistons,2017,178.5,0.735055894,131.2074771,37,45,-8,8
732,PHI,Philadelphia 76ers,2017,177.7,0.386727642,68.72150203,28,36,-8,8
733,WAS,Washington Wizards,2017,177.3,0.492987805,87.4067378,49,39,10,10
734,MIA,Miami Heat,2017,176.7,0.484944106,85.68962348,41,38,3,3
735,DEN,Denver Nuggets,2017,173.4,0.765147358,132.6765518,40,45,-5,5
736,POR,Portland Trail Blazers,2017,171.4,0.797987805,136.7751098,41,46,-5,5
737,MIN,Minnesota Timberwolves,2017,169.7,0.81925813,139.0281047,31,46,-15,15
738,ORL,Orlando Magic,2017,157.7,0.542845528,85.60673984,29,38,-9,9
739,GSW,Golden State Warriors,2018,231.5,0.896377033,207.511283,58,56,2,2
740,DEN,Denver Nuggets,2018,227.3,0.631234756,143.4796601,46,47,-1,1
741,SAS,San Antonio Spurs,2018,223.9,0.777906504,174.1732663,47,51,-4,4
742,BOS,Boston Celtics,2018,221.8,0.366107724,81.20269309,55,38,17,17
743,UTA,Utah Jazz,2018,217.3,0.412881098,89.7190625,48,39,9,9
744,PHO,Phoenix Suns,2018,208.4,0.668196138,139.2520752,21,46,-25,25
745,PHI,Philadelphia 76ers,2018,202.5,0.488536585,98.92865854,52,40,12,12
746,LAC,Los Angeles Clippers,2018,202.2,0.276122967,55.83206402,42,34,8,8
747,TOR,Toronto Raptors,2018,202.2,0.589761179,119.2497104,59,43,16,16
748,DET,Detroit Pistons,2018,195.9,0.49339939,96.65694055,39,40,-1,1
749,MIL,Milwaukee Bucks,2018,193.9,0.810564024,157.1683643,44,49,-5,5
750,IND,Indiana Pacers,2018,193.8,0.36953252,71.61540244,48,36,12,12
751,MEM,Memphis Grizzlies,2018,192.8,0.501651423,96.71839431,22,40,-18,18
752,CLE,Cleveland Cavaliers,2018,192.4,0.515264228,99.1368374,50,40,10,10
753,NYK,New York Knicks,2018,191.0,0.493257114,94.21210874,29,40,-11,11
754,WAS,Washington Wizards,2018,185.1,0.864151423,159.9544284,43,49,-6,6
755,MIN,Minnesota Timberwolves,2018,184.1,0.571031504,105.1268999,47,41,6,6
756,LAL,Los Angeles Lakers,2018,182.6,0.330203252,60.29511382,35,35,0,0
757,HOU,Houston Rockets,2018,182.2,0.665320122,121.2213262,65,43,22,22
758,MIA,Miami Heat,2018,181.9,0.859852642,156.4071956,44,48,-4,4
759,BRK,Brooklyn Nets,2018,177.3,0.406321138,72.0407378,28,37,-9,9
760,SAC,Sacramento Kings,2018,173.2,0.263058943,45.56180894,27,33,-6,6
761,NOP,New Orleans Pelicans,2018,172.9,0.494598577,85.516094,48,38,10,10
762,CHO,Charlotte Hornets,2018,170.7,0.762926829,130.2316098,36,45,-9,9
763,DAL,Dallas Mavericks,2018,167.5,0.57816565,96.84274644,24,40,-16,16
764,OKC,Oklahoma City Thunder,2018,167.0,0.465929878,77.81028963,48,37,11,11
765,POR,Portland Trail Blazers,2018,163.1,0.72363313,118.0245635,49,43,6,6
766,CHI,Chicago Bulls,2018,158.5,0.363597561,57.63021341,27,34,-7,7
767,ATL,Atlanta Hawks,2018,154.9,0.421305894,65.26028303,24,36,-12,12
768,ORL,Orlando Magic,2018,151.3,0.558023374,84.42893648,25,38,-13,13
